Скважина;Пласт РИГИС;Пластпропласт;Глубина кровли пласта;Толщина;Абсолютная глубина;Абсолютная толщина;Литология;Коллектор
308;Ю1-3-4;Ю1-3-4;3 389.80;1.80;2 580.86;1.72;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 278.80;1.20;2 580.89;1.16;DENSE;нет
311;Ю1-3-4;Ю1-3-4;2 759.60;2.20;2 580.90;2.16;ARGILLIT;нет
355;Ю1-3-4;Ю1-3-4;3 050.60;0.80;2 580.91;0.79;DENSE;нет
310;Ю1-3-4;Ю1-3-4;2 754.60;1.60;2 580.99;1.60;SAND_GL;да
345;Ю1-3-4;Ю1-3-4;3 107.00;2.40;2 580.99;2.34;SAND_GL;да
326;Ю1-3-4;Ю1-3-4;3 348.00;3.60;2 581.01;3.42;ARGILLIT;нет
150;Ю1-3-4;Ю1-3-4;3 009.20;2.40;2 581.02;2.26;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 794.40;1.00;2 581.03;1.00;SAND_GL;да
157;Ю1-3-4;Ю1-3-4;3 192.60;1.40;2 581.04;1.36;SAND_GL;да
154;Ю1-3-4;Ю1-3-4;3 489.60;0.80;2 581.05;0.80;SAND_GL;да
431PL;Ю1-3-4;Ю1-3-4;3 183.20;1.60;2 581.06;1.14;ALEVROLIT;да
366;Ю1-3-4;Ю1-3-4;3 010.00;1.60;2 581.08;1.55;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 873.40;1.20;2 581.09;1.19;SAND;да
169;Ю1-3-4;Ю1-3-4;2 903.60;2.80;2 581.10;2.76;SAND_GL;да
176;Ю1-3-4;Ю1-3-4;2 776.40;0.40;2 581.10;0.40;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 990.60;0.60;2 581.10;0.57;SAND;да
107;Ю1-3-4;Ю1-3-4;3 268.20;0.80;2 581.12;0.78;ARGILLIT;нет
313;Ю1-3-4;Ю1-3-4;2 749.20;1.40;2 581.12;1.40;SAND_GL;да
337;Ю1-3-4;Ю1-3-4;3 079.60;1.00;2 581.12;0.98;DENSE;нет
314;Ю1-3-4;Ю1-3-4;2 705.00;0.60;2 581.14;0.59;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 900.60;1.40;2 581.15;1.39;SAND_GL;да
195;Ю1-3-4;Ю1-3-4;3 358.20;0.80;2 581.17;0.78;SAND_ALEV;да
383;Ю1-3-4;Ю1-3-4;3 188.40;4.80;2 581.17;4.68;SAND_GL;да
328;Ю1-3-4;Ю1-3-4;3 172.40;2.00;2 581.18;1.91;DENSE;нет
452;Ю1-3-4;Ю1-3-4;3 002.20;6.00;2 581.18;5.97;ARGILLIT;нет
601;Ю1-3-4;Ю1-3-4;3 527.60;0.80;2 581.20;0.79;SAND;да
159;Ю1-3-4;Ю1-3-4;3 061.20;0.60;2 581.23;0.59;ALEVROLIT;да
344;Ю1-3-4;Ю1-3-4;2 869.60;0.40;2 581.25;0.40;ALEVROLIT;да
307;Ю1-3-4;Ю1-3-4;2 881.80;1.60;2 581.27;1.55;ARGILLIT;нет
158;Ю1-3-4;Ю1-3-4;3 250.00;1.00;2 581.28;0.96;SAND_GL;да
242;Ю1-3-4;Ю1-3-4;3 043.80;0.60;2 581.28;0.59;ARGILLIT;нет
117ST2;Ю1-3-4;Ю1-3-4;3 401.00;6.80;2 581.29;6.75;ARGILLIT;нет
126;Ю1-3-4;Ю1-3-4;3 260.00;0.60;2 581.29;0.59;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 775.60;2.00;2 581.29;1.99;ARGILLIT;нет
111;Ю1-3-4;Ю1-3-4;3 398.40;1.00;2 581.31;0.92;ARGILLIT;нет
333;Ю1-3-4;Ю1-3-4;3 324.80;0.80;2 581.33;0.78;SAND_GL;да
243;Ю1-3-4;Ю1-3-4;3 325.80;1.20;2 581.34;1.16;ALEVROLIT;да
425;Ю1-3-4;Ю1-3-4;2 760.60;1.40;2 581.38;1.40;SAND;да
302;Ю1-3-4;Ю1-3-4;3 398.60;2.60;2 581.39;2.53;SAND_GL;да
340;Ю1-3-4;Ю1-3-4;3 243.20;2.40;2 581.42;2.35;DENSE;нет
172;Ю1-3-4;Ю1-3-4;2 766.80;0.40;2 581.44;0.40;SAND_ALEV;да
103ST2;Ю1-3-4;Ю1-3-4;2 904.00;1.60;2 581.46;1.58;ALEVROLIT;да
116;Ю1-3-4;Ю1-3-4;2 944.60;1.80;2 581.46;1.79;SAND_GL;да
245;Ю1-3-4;Ю1-3-4;3 227.60;0.40;2 581.47;0.39;ALEVROLIT;да
176;Ю1-3-4;Ю1-3-4;2 776.80;0.60;2 581.50;0.60;ALEVROLIT;да
297R;Ю1-3-4;Ю1-3-4;2 679.70;1.10;2 581.50;1.10;DENSE;нет
370;Ю1-3-4;Ю1-3-4;2 870.20;2.00;2 581.52;1.98;SAND_GL;да
306;Ю1-3-4;Ю1-3-4;3 162.40;0.60;2 581.53;0.57;ALEVROLIT;да
161;Ю1-3-4;Ю1-3-4;3 012.60;1.20;2 581.54;1.19;ALEVROLIT;да
359;Ю1-3-4;Ю1-3-4;2 781.80;0.40;2 581.60;0.40;ALEVROLIT;да
375;Ю1-3-4;Ю1-3-4;3 172.40;1.60;2 581.60;1.56;ALEVROLIT;да
316;Ю1-3-4;Ю1-3-4;2 870.00;2.80;2 581.62;2.74;ARGILLIT;нет
600;Ю1-3-4;Ю1-3-4;3 482.20;0.80;2 581.63;0.79;DENSE;нет
196;Ю1-3-4;Ю1-3-4;3 111.60;1.80;2 581.65;1.78;SAND_GL;да
344;Ю1-3-4;Ю1-3-4;2 870.00;0.40;2 581.65;0.40;DENSE;нет
303;Ю1-3-4;Ю1-3-4;3 191.20;3.00;2 581.66;2.99;ALEVROLIT;да
186;Ю1-3-4;Ю1-3-4;2 991.20;0.40;2 581.67;0.39;DENSE;нет
156;Ю1-3-4;Ю1-3-4;3 078.40;1.40;2 581.68;1.33;DENSE;нет
355;Ю1-3-4;Ю1-3-4;3 051.40;0.80;2 581.70;0.80;SAND;да
137;Ю1-3-4;Ю1-3-4;2 844.40;1.00;2 581.71;1.00;ALEVROLIT;да
197;Ю1-3-4;Ю1-3-4;3 073.80;0.60;2 581.72;0.59;SAND_GL;да
371;Ю1-3-4;Ю1-3-4;3 003.40;1.00;2 581.72;0.94;ALEVROLIT;да
314;Ю1-3-4;Ю1-3-4;2 705.60;1.40;2 581.73;1.40;ARGILLIT;нет
171;Ю1-3-4;Ю1-3-4;3 099.20;0.60;2 581.78;0.59;ALEVROLIT;да
319;Ю1-3-4;Ю1-3-4;2 850.40;1.00;2 581.80;0.98;ALEVROLIT;да
159;Ю1-3-4;Ю1-3-4;3 061.80;0.40;2 581.82;0.39;SAND_GL;да
172;Ю1-3-4;Ю1-3-4;2 767.20;1.80;2 581.84;1.80;SAND_ALEV;да
133;Ю1-3-4;Ю1-3-4;2 997.20;1.20;2 581.85;1.20;SAND_GL;да
154;Ю1-3-4;Ю1-3-4;3 490.40;1.20;2 581.85;1.19;ALEVROLIT;да
245;Ю1-3-4;Ю1-3-4;3 228.00;1.20;2 581.86;1.18;SAND_GL;да
242;Ю1-3-4;Ю1-3-4;3 044.40;3.20;2 581.87;3.17;SAND_GL;да
126;Ю1-3-4;Ю1-3-4;3 260.60;0.60;2 581.88;0.60;ARGILLIT;нет
107;Ю1-3-4;Ю1-3-4;3 269.00;1.20;2 581.90;1.18;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 843.00;0.40;2 581.91;0.39;ALEVROLIT;да
195;Ю1-3-4;Ю1-3-4;3 359.00;0.60;2 581.95;0.59;ALEVROLIT;да
601;Ю1-3-4;Ю1-3-4;3 528.40;0.60;2 581.99;0.59;DENSE;нет
359;Ю1-3-4;Ю1-3-4;2 782.20;0.80;2 582.00;0.79;ARGILLIT;нет
192;Ю1-3-4;Ю1-3-4;2 795.40;0.80;2 582.03;0.80;DENSE;нет
122;Ю1-3-4;Ю1-3-4;2 941.00;0.80;2 582.04;0.80;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 280.00;1.00;2 582.05;0.97;SAND;да
344;Ю1-3-4;Ю1-3-4;2 870.40;1.80;2 582.05;1.78;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 991.60;0.40;2 582.06;0.38;SAND;да
176;Ю1-3-4;Ю1-3-4;2 777.40;0.60;2 582.10;0.60;SAND_GL;да
306;Ю1-3-4;Ю1-3-4;3 163.00;0.80;2 582.10;0.77;SAND_GL;да
337;Ю1-3-4;Ю1-3-4;3 080.60;1.40;2 582.10;1.39;SAND_GL;да
333;Ю1-3-4;Ю1-3-4;3 325.60;0.60;2 582.11;0.58;ALEVROLIT;да
139;Ю1-3-4;Ю1-3-4;2 761.20;1.20;2 582.14;1.19;SAND_GL;да
147;Ю1-3-4;Ю1-3-4;3 131.80;0.60;2 582.14;0.58;DENSE;нет
232;Ю1-3-4;Ю1-3-4;3 412.40;1.60;2 582.16;1.58;ALEVROLIT;да
324;Ю1-3-4;Ю1-3-4;2 850.00;1.20;2 582.16;1.18;ALEVROLIT;да
431PL;Ю1-3-4;Ю1-3-4;3 184.80;1.60;2 582.20;1.14;ARGILLIT;нет
159;Ю1-3-4;Ю1-3-4;3 062.20;0.60;2 582.21;0.59;SAND_GL;да
190;Ю1-3-4;Ю1-3-4;2 754.60;1.40;2 582.21;1.39;SAND_GL;да
111;Ю1-3-4;Ю1-3-4;3 399.40;1.60;2 582.23;1.47;ARGILLIT;нет
158;Ю1-3-4;Ю1-3-4;3 251.00;0.60;2 582.24;0.58;DENSE;нет
153ST2;Ю1-3-4;Ю1-3-4;2 874.60;1.40;2 582.28;1.39;SAND_GL;да
354;Ю1-3-4;Ю1-3-4;2 843.40;1.00;2 582.30;0.99;SAND_GL;да
197;Ю1-3-4;Ю1-3-4;3 074.40;0.60;2 582.31;0.60;ALEVROLIT;да
436;Ю1-3-4;Ю1-3-4;2 942.60;2.00;2 582.35;2.00;SAND;да
171;Ю1-3-4;Ю1-3-4;3 099.80;0.60;2 582.37;0.60;ARGILLIT;нет
157;Ю1-3-4;Ю1-3-4;3 194.00;1.60;2 582.40;1.56;SAND;да
600;Ю1-3-4;Ю1-3-4;3 483.00;4.80;2 582.42;4.77;SAND;да
186;Ю1-3-4;Ю1-3-4;2 992.00;1.40;2 582.44;1.34;DENSE;нет
451;Ю1-3-4;Ю1-3-4;3 257.60;5.00;2 582.46;4.94;ARGILLIT;нет
305;Ю1-3-4;Ю1-3-4;3 444.40;2.00;2 582.47;1.91;ARGILLIT;нет
126;Ю1-3-4;Ю1-3-4;3 261.20;0.40;2 582.48;0.39;ALEVROLIT;да
244;Ю1-3-4;Ю1-3-4;3 603.40;0.60;2 582.49;0.58;ARGILLIT;нет
153;Ю1-3-4;Ю1-3-4;2 987.00;1.00;2 582.50;0.96;ARGILLIT;нет
243;Ю1-3-4;Ю1-3-4;3 327.00;1.20;2 582.50;1.15;ARGILLIT;нет
355;Ю1-3-4;Ю1-3-4;3 052.20;0.60;2 582.50;0.59;DENSE;нет
313;Ю1-3-4;Ю1-3-4;2 750.60;2.00;2 582.52;2.00;ALEVROLIT;да
295R;Ю1-3-4;Ю1-3-4;2 676.70;0.90;2 582.54;0.90;ARGILLIT;нет
369;Ю1-3-4;Ю1-3-4;2 902.00;0.40;2 582.54;0.40;SAND_GL;да
322;Ю1-3-4;Ю1-3-4;3 032.80;1.20;2 582.55;1.18;DENSE;нет
308;Ю1-3-4;Ю1-3-4;3 391.60;1.00;2 582.58;0.95;ARGILLIT;нет
601;Ю1-3-4;Ю1-3-4;3 529.00;0.60;2 582.58;0.59;ARGILLIT;нет
310;Ю1-3-4;Ю1-3-4;2 756.20;0.60;2 582.59;0.59;SAND_GL;да
108;Ю1-3-4;Ю1-3-4;3 497.00;0.60;2 582.60;0.59;ARGILLIT;нет
297R;Ю1-3-4;Ю1-3-4;2 680.80;1.60;2 582.60;1.60;SAND_UPLOT;да
199;Ю1-3-4;Ю1-3-4;3 070.60;1.80;2 582.62;1.75;SAND;да
366;Ю1-3-4;Ю1-3-4;3 011.60;0.80;2 582.63;0.78;ALEVROLIT;да
160;Ю1-3-4;Ю1-3-4;3 319.20;0.60;2 582.68;0.59;ALEVROLIT;да
333;Ю1-3-4;Ю1-3-4;3 326.20;0.80;2 582.69;0.77;ARGILLIT;нет
336;Ю1-3-4;Ю1-3-4;3 236.40;0.80;2 582.69;0.79;ALEVROLIT;да
176;Ю1-3-4;Ю1-3-4;2 778.00;0.80;2 582.70;0.79;SAND;да
137;Ю1-3-4;Ю1-3-4;2 845.40;1.60;2 582.71;1.59;SAND_GL;да
147;Ю1-3-4;Ю1-3-4;3 132.40;1.60;2 582.72;1.57;SAND;да
161;Ю1-3-4;Ю1-3-4;3 013.80;0.90;2 582.73;0.89;DENSE;нет
319;Ю1-3-4;Ю1-3-4;2 851.40;1.00;2 582.78;0.99;ALEVROLIT;да
425;Ю1-3-4;Ю1-3-4;2 762.00;1.00;2 582.78;1.00;ALEVROLIT;да
359;Ю1-3-4;Ю1-3-4;2 783.00;1.40;2 582.79;1.39;ALEVROLIT;да
159;Ю1-3-4;Ю1-3-4;3 062.80;1.40;2 582.80;1.37;DENSE;нет
158;Ю1-3-4;Ю1-3-4;3 251.60;0.80;2 582.82;0.76;SAND;да
307;Ю1-3-4;Ю1-3-4;2 883.40;2.40;2 582.82;2.32;ARGILLIT;нет
192;Ю1-3-4;Ю1-3-4;2 796.20;0.60;2 582.83;0.60;SAND_GL;да
122;Ю1-3-4;Ю1-3-4;2 941.80;0.60;2 582.84;0.60;ARGILLIT;нет
377;Ю1-3-4;Ю1-3-4;2 726.20;0.60;2 582.84;0.60;DENSE;нет
126;Ю1-3-4;Ю1-3-4;3 261.60;0.40;2 582.87;0.40;ARGILLIT;нет
306;Ю1-3-4;Ю1-3-4;3 163.80;0.80;2 582.87;0.77;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 902.40;0.60;2 582.94;0.60;DENSE;нет
171;Ю1-3-4;Ю1-3-4;3 100.40;0.60;2 582.97;0.59;ARGILLIT;нет
241;Ю1-3-4;Ю1-3-4;2 883.20;1.20;2 582.99;1.13;ARGILLIT;нет
156;Ю1-3-4;Ю1-3-4;3 079.80;0.80;2 583.01;0.76;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 281.00;0.40;2 583.02;0.38;ALEVROLIT;да
103ST2;Ю1-3-4;Ю1-3-4;2 905.60;3.00;2 583.04;2.97;ARGILLIT;нет
154;Ю1-3-4;Ю1-3-4;3 491.60;0.80;2 583.04;0.80;DENSE;нет
245;Ю1-3-4;Ю1-3-4;3 229.20;0.80;2 583.04;0.78;SAND_GL;да
133;Ю1-3-4;Ю1-3-4;2 998.40;0.40;2 583.05;0.39;ALEVROLIT;да
162;Ю1-3-4;Ю1-3-4;3 242.20;0.40;2 583.05;0.39;ALEVROLIT;да
187;Ю1-3-4;Ю1-3-4;2 875.60;1.00;2 583.06;1.00;SAND_GL;да
244;Ю1-3-4;Ю1-3-4;3 604.00;1.80;2 583.07;1.73;SAND_GL;да
107;Ю1-3-4;Ю1-3-4;3 270.20;1.00;2 583.08;0.99;ARGILLIT;нет
328;Ю1-3-4;Ю1-3-4;3 174.40;6.60;2 583.09;6.32;ARGILLIT;нет
355;Ю1-3-4;Ю1-3-4;3 052.80;0.80;2 583.09;0.79;SAND_GL;да
314;Ю1-3-4;Ю1-3-4;2 707.00;2.40;2 583.13;2.40;ARGILLIT;нет
375;Ю1-3-4;Ю1-3-4;3 174.00;2.20;2 583.16;2.15;SAND_GL;да
601;Ю1-3-4;Ю1-3-4;3 529.60;0.60;2 583.17;0.59;DENSE;нет
207;Ю1-3-4;Ю1-3-4;3 082.60;0.80;2 583.18;0.79;ALEVROLIT;да
310;Ю1-3-4;Ю1-3-4;2 756.80;1.40;2 583.18;1.40;ALEVROLIT;да
108;Ю1-3-4;Ю1-3-4;3 497.60;0.80;2 583.19;0.78;SAND_ALEV;да
116;Ю1-3-4;Ю1-3-4;2 946.40;1.20;2 583.25;1.20;DENSE;нет
126;Ю1-3-4;Ю1-3-4;3 262.00;5.40;2 583.27;5.33;ARGILLIT;нет
160;Ю1-3-4;Ю1-3-4;3 319.80;0.80;2 583.27;0.78;DENSE;нет
150;Ю1-3-4;Ю1-3-4;3 011.60;0.80;2 583.28;0.75;SAND_GL;да
178;Ю1-3-4;Ю1-3-4;2 777.60;3.20;2 583.28;3.20;ARGILLIT;нет
139;Ю1-3-4;Ю1-3-4;2 762.40;6.40;2 583.33;6.38;ARGILLIT;нет
345;Ю1-3-4;Ю1-3-4;3 109.40;0.40;2 583.33;0.39;ALEVROLIT;да
324;Ю1-3-4;Ю1-3-4;2 851.20;2.20;2 583.34;2.16;ARGILLIT;нет
431PL;Ю1-3-4;Ю1-3-4;3 186.40;2.00;2 583.34;1.43;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 281.40;0.60;2 583.40;0.58;SAND;да
366;Ю1-3-4;Ю1-3-4;3 012.40;0.80;2 583.41;0.78;DENSE;нет
2R;Ю1-3-4;Ю1-3-4;2 699.60;4.00;2 583.42;3.99;ARGILLIT;нет
192;Ю1-3-4;Ю1-3-4;2 796.80;0.60;2 583.43;0.60;ALEVROLIT;да
196;Ю1-3-4;Ю1-3-4;3 113.40;1.80;2 583.43;1.78;SAND_GL;да
122;Ю1-3-4;Ю1-3-4;2 942.40;0.60;2 583.44;0.59;ALEVROLIT;да
133;Ю1-3-4;Ю1-3-4;2 998.80;1.20;2 583.44;1.20;SAND_GL;да
162;Ю1-3-4;Ю1-3-4;3 242.60;2.40;2 583.44;2.35;SAND_GL;да
377;Ю1-3-4;Ю1-3-4;2 726.80;0.80;2 583.44;0.80;ALEVROLIT;да
153;Ю1-3-4;Ю1-3-4;2 988.00;2.00;2 583.46;1.93;ARGILLIT;нет
333;Ю1-3-4;Ю1-3-4;3 327.00;1.40;2 583.46;1.36;DENSE;нет
336;Ю1-3-4;Ю1-3-4;3 237.20;1.80;2 583.48;1.78;SAND_GL;да
176;Ю1-3-4;Ю1-3-4;2 778.80;0.40;2 583.49;0.40;SAND;да
370;Ю1-3-4;Ю1-3-4;2 872.20;7.20;2 583.50;7.14;ARGILLIT;нет
325;Ю1-3-4;Ю1-3-4;2 982.40;1.00;2 583.51;0.98;ARGILLIT;нет
308;Ю1-3-4;Ю1-3-4;3 392.60;0.60;2 583.53;0.58;ARGILLIT;нет
369;Ю1-3-4;Ю1-3-4;2 903.00;0.40;2 583.54;0.39;ARGILLIT;нет
171;Ю1-3-4;Ю1-3-4;3 101.00;1.00;2 583.56;1.00;SAND_GL;да
158;Ю1-3-4;Ю1-3-4;3 252.40;0.60;2 583.58;0.58;ALEVROLIT;да
190;Ю1-3-4;Ю1-3-4;2 756.00;0.60;2 583.60;0.59;DENSE;нет
161;Ю1-3-4;Ю1-3-4;3 014.70;0.90;2 583.62;0.89;DENSE;нет
172;Ю1-3-4;Ю1-3-4;2 769.00;1.20;2 583.64;1.20;SAND_GL;да
306;Ю1-3-4;Ю1-3-4;3 164.60;1.00;2 583.64;0.96;DENSE;нет
243;Ю1-3-4;Ю1-3-4;3 328.20;0.80;2 583.65;0.78;ARGILLIT;нет
153ST2;Ю1-3-4;Ю1-3-4;2 876.00;1.80;2 583.67;1.79;ARGILLIT;нет
111;Ю1-3-4;Ю1-3-4;3 401.00;1.40;2 583.70;1.28;ARGILLIT;нет
345;Ю1-3-4;Ю1-3-4;3 109.80;1.00;2 583.72;0.98;SAND_GL;да
322;Ю1-3-4;Ю1-3-4;3 034.00;2.40;2 583.73;2.36;ALEVROLIT;да
232;Ю1-3-4;Ю1-3-4;3 414.00;3.00;2 583.74;2.97;SAND_GL;да
601;Ю1-3-4;Ю1-3-4;3 530.20;0.60;2 583.76;0.59;SAND;да
156;Ю1-3-4;Ю1-3-4;3 080.60;0.40;2 583.77;0.38;DENSE;нет
319;Ю1-3-4;Ю1-3-4;2 852.40;3.60;2 583.77;3.53;ARGILLIT;нет
340;Ю1-3-4;Ю1-3-4;3 245.60;0.60;2 583.77;0.59;SAND_GL;да
186;Ю1-3-4;Ю1-3-4;2 993.40;1.60;2 583.78;1.54;SAND;да
425;Ю1-3-4;Ю1-3-4;2 763.00;0.60;2 583.78;0.60;DENSE;нет
245;Ю1-3-4;Ю1-3-4;3 230.00;1.00;2 583.82;0.97;ALEVROLIT;да
344;Ю1-3-4;Ю1-3-4;2 872.20;2.80;2 583.83;2.78;SAND_GL;да
154;Ю1-3-4;Ю1-3-4;3 492.40;0.60;2 583.84;0.59;NYA_KOLLEKTOR;да
169;Ю1-3-4;Ю1-3-4;2 906.40;0.60;2 583.86;0.60;ALEVROLIT;да
355;Ю1-3-4;Ю1-3-4;3 053.60;1.60;2 583.88;1.58;SAND_GL;да
176;Ю1-3-4;Ю1-3-4;2 779.20;0.40;2 583.89;0.40;ALEVROLIT;да
302;Ю1-3-4;Ю1-3-4;3 401.20;0.40;2 583.92;0.39;DENSE;нет
369;Ю1-3-4;Ю1-3-4;2 903.40;0.80;2 583.93;0.80;SAND_GL;да
157;Ю1-3-4;Ю1-3-4;3 195.60;0.40;2 583.96;0.39;ALEVROLIT;да
108;Ю1-3-4;Ю1-3-4;3 498.40;1.00;2 583.97;0.98;DENSE;нет
207;Ю1-3-4;Ю1-3-4;3 083.40;0.60;2 583.97;0.60;ALEVROLIT;да
170;Ю1-3-4;Ю1-3-4;3 282.00;0.40;2 583.98;0.39;ALEVROLIT;да
321;Ю1-3-4;Ю1-3-4;2 882.00;0.80;2 584.01;0.77;ALEVROLIT;да
122;Ю1-3-4;Ю1-3-4;2 943.00;1.00;2 584.03;1.00;ARGILLIT;нет
150;Ю1-3-4;Ю1-3-4;3 012.40;1.20;2 584.03;1.13;DENSE;нет
192;Ю1-3-4;Ю1-3-4;2 797.40;0.60;2 584.03;0.59;DENSE;нет
160;Ю1-3-4;Ю1-3-4;3 320.60;0.80;2 584.05;0.78;DENSE;нет
187;Ю1-3-4;Ю1-3-4;2 876.60;0.60;2 584.06;0.60;DENSE;нет
107;Ю1-3-4;Ю1-3-4;3 271.20;1.00;2 584.07;0.98;ARGILLIT;нет
200;Ю1-3-4;Ю1-3-4;3 349.00;2.60;2 584.11;2.52;SAND_GL;да
308;Ю1-3-4;Ю1-3-4;3 393.20;1.60;2 584.11;1.52;ARGILLIT;нет
241;Ю1-3-4;Ю1-3-4;2 884.40;1.00;2 584.12;0.95;ALEVROLIT;да
156;Ю1-3-4;Ю1-3-4;3 081.00;0.60;2 584.15;0.57;ARGILLIT;нет
158;Ю1-3-4;Ю1-3-4;3 253.00;0.60;2 584.16;0.58;SAND;да
159;Ю1-3-4;Ю1-3-4;3 064.20;1.60;2 584.17;1.57;SAND;да
359;Ю1-3-4;Ю1-3-4;2 784.40;1.80;2 584.18;1.78;SAND_GL;да
190;Ю1-3-4;Ю1-3-4;2 756.60;3.00;2 584.19;2.98;SAND;да
366;Ю1-3-4;Ю1-3-4;3 013.20;0.40;2 584.19;0.39;ALEVROLIT;да
297R;Ю1-3-4;Ю1-3-4;2 682.40;2.30;2 584.20;2.30;SAND;да
377;Ю1-3-4;Ю1-3-4;2 727.60;1.60;2 584.24;1.60;SAND_GL;да
147;Ю1-3-4;Ю1-3-4;3 134.00;0.40;2 584.29;0.40;ALEVROLIT;да
176;Ю1-3-4;Ю1-3-4;2 779.60;0.60;2 584.29;0.60;DENSE;нет
137;Ю1-3-4;Ю1-3-4;2 847.00;0.40;2 584.30;0.40;ALEVROLIT;да
302;Ю1-3-4;Ю1-3-4;3 401.60;1.00;2 584.31;0.97;SAND_UPLOT;да
157;Ю1-3-4;Ю1-3-4;3 196.00;0.40;2 584.35;0.38;SAND_GL;да
436;Ю1-3-4;Ю1-3-4;2 944.60;0.80;2 584.35;0.79;COAL;нет
601;Ю1-3-4;Ю1-3-4;3 530.80;0.60;2 584.35;0.59;DENSE;нет
316;Ю1-3-4;Ю1-3-4;2 872.80;3.40;2 584.36;3.33;ARGILLIT;нет
340;Ю1-3-4;Ю1-3-4;3 246.20;11.40;2 584.36;11.18;ARGILLIT;нет
170;Ю1-3-4;Ю1-3-4;3 282.40;1.60;2 584.37;1.54;SAND_UPLOT;да
199;Ю1-3-4;Ю1-3-4;3 072.40;1.40;2 584.37;1.37;SAND;да
305;Ю1-3-4;Ю1-3-4;3 446.40;1.80;2 584.38;1.72;ARGILLIT;нет
425;Ю1-3-4;Ю1-3-4;2 763.60;0.60;2 584.38;0.60;ALEVROLIT;да
154;Ю1-3-4;Ю1-3-4;3 493.00;1.00;2 584.43;1.00;DENSE;нет
243;Ю1-3-4;Ю1-3-4;3 329.00;3.00;2 584.43;2.90;ARGILLIT;нет
116;Ю1-3-4;Ю1-3-4;2 947.60;1.20;2 584.45;1.20;SAND_GL;да
169;Ю1-3-4;Ю1-3-4;2 907.00;5.60;2 584.46;5.52;SAND_GL;да
325;Ю1-3-4;Ю1-3-4;2 983.40;7.20;2 584.49;7.10;ALEVROLIT;да
161;Ю1-3-4;Ю1-3-4;3 015.60;0.40;2 584.51;0.39;ALEVROLIT;да
140;Ю1-3-4;Ю1-3-4;2 938.60;0.40;2 584.52;0.40;ARGILLIT;нет
313;Ю1-3-4;Ю1-3-4;2 752.60;0.80;2 584.52;0.80;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 102.00;0.60;2 584.56;0.59;COAL;нет
207;Ю1-3-4;Ю1-3-4;3 084.00;1.40;2 584.57;1.39;ARGILLIT;нет
310;Ю1-3-4;Ю1-3-4;2 758.20;0.60;2 584.58;0.59;ALEVROLIT;да
366;Ю1-3-4;Ю1-3-4;3 013.60;2.00;2 584.58;1.94;DENSE;нет
306;Ю1-3-4;Ю1-3-4;3 165.60;1.00;2 584.60;0.96;SAND_GL;да
192;Ю1-3-4;Ю1-3-4;2 798.00;1.40;2 584.62;1.40;SAND_GL;да
133;Ю1-3-4;Ю1-3-4;3 000.00;0.80;2 584.64;0.80;DENSE;нет
303;Ю1-3-4;Ю1-3-4;3 194.20;1.40;2 584.65;1.39;DENSE;нет
187;Ю1-3-4;Ю1-3-4;2 877.20;0.80;2 584.66;0.80;ALEVROLIT;да
147;Ю1-3-4;Ю1-3-4;3 134.40;1.60;2 584.69;1.57;SAND;да
137;Ю1-3-4;Ю1-3-4;2 847.40;2.00;2 584.70;1.99;SAND_SL_PR;да
345;Ю1-3-4;Ю1-3-4;3 110.80;1.60;2 584.70;1.57;SAND_UPLOT;да
156;Ю1-3-4;Ю1-3-4;3 081.60;0.80;2 584.72;0.77;DENSE;нет
157;Ю1-3-4;Ю1-3-4;3 196.40;0.60;2 584.73;0.59;ALEVROLIT;да
369;Ю1-3-4;Ю1-3-4;2 904.20;0.60;2 584.73;0.60;DENSE;нет
158;Ю1-3-4;Ю1-3-4;3 253.60;0.80;2 584.74;0.76;SAND;да
431PL;Ю1-3-4;Ю1-3-4;3 188.40;4.40;2 584.77;3.14;ARGILLIT;нет
321;Ю1-3-4;Ю1-3-4;2 882.80;1.00;2 584.78;0.97;SAND_GL;да
245;Ю1-3-4;Ю1-3-4;3 231.00;0.60;2 584.79;0.59;DENSE;нет
244;Ю1-3-4;Ю1-3-4;3 605.80;3.00;2 584.80;2.89;SAND_GL;да
333;Ю1-3-4;Ю1-3-4;3 328.40;11.80;2 584.82;11.45;ARGILLIT;нет
160;Ю1-3-4;Ю1-3-4;3 321.40;0.40;2 584.83;0.39;ALEVROLIT;да
172;Ю1-3-4;Ю1-3-4;2 770.20;0.60;2 584.84;0.60;DENSE;нет
176;Ю1-3-4;Ю1-3-4;2 780.20;0.40;2 584.89;0.40;ALEVROLIT;да
