Скважина;Пласт РИГИС;Пластпропласт;Глубина кровли пласта;Толщина;Абсолютная глубина;Абсолютная толщина;Литология;Коллектор
153;Ю1-3-4;Ю1-3-4;2 969.00;1.40;2 565.15;1.35;SAND;да
332;Ю1-3-4;Ю1-3-4;3 156.20;0.80;2 565.15;0.79;ALEVROLIT;да
203;Ю1-3-4;Ю1-3-4;2 962.00;0.60;2 565.17;0.60;DENSE;нет
106;Ю1-3-4;Ю1-3-4;3 136.20;0.40;2 565.20;0.39;ARGILLIT;нет
127;Ю1-3-4;Ю1-3-4;3 154.60;0.40;2 565.21;0.37;DENSE;нет
369;Ю1-3-4;Ю1-3-4;2 884.60;0.40;2 565.24;0.40;ALEVROLIT;да
353;Ю1-3-4;Ю1-3-4;2 739.00;1.60;2 565.26;1.59;SAND_GL;да
113;Ю1-3-4;Ю1-3-4;3 170.00;1.00;2 565.27;0.98;SAND_UPLOT;да
171;Ю1-3-4;Ю1-3-4;3 082.60;0.80;2 565.31;0.79;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 759.60;0.60;2 565.31;0.60;ALEVROLIT;да
356;Ю1-3-4;Ю1-3-4;3 046.40;1.20;2 565.33;1.18;ARGILLIT;нет
354;Ю1-3-4;Ю1-3-4;2 826.20;0.60;2 565.34;0.59;DENSE;нет
300;Ю1-3-4;Ю1-3-4;2 693.00;0.60;2 565.36;0.60;ALEVROLIT;да
351;Ю1-3-4;Ю1-3-4;2 701.20;0.40;2 565.36;0.40;SAND_GL;да
297R;Ю1-3-4;Ю1-3-4;2 663.60;1.80;2 565.40;1.80;SAND_GL;да
300R;Ю1-3-4;Ю1-3-4;2 685.40;7.20;2 565.40;7.20;ARGILLIT;нет
174;Ю1-3-4;Ю1-3-4;3 054.40;0.60;2 565.41;0.58;SAND;да
183;Ю1-3-4;Ю1-3-4;2 881.20;0.80;2 565.41;0.79;SAND_UPLOT;да
330;Ю1-3-4;Ю1-3-4;2 985.60;1.80;2 565.41;1.79;ALEVROLIT;да
315;Ю1-3-4;Ю1-3-4;2 677.80;5.80;2 565.42;5.80;ARGILLIT;нет
346;Ю1-3-4;Ю1-3-4;2 791.00;0.40;2 565.42;0.39;ALEVROLIT;да
177;Ю1-3-4;Ю1-3-4;2 737.60;0.60;2 565.44;0.60;DENSE;нет
363;Ю1-3-4;Ю1-3-4;2 816.80;0.60;2 565.45;0.59;SAND_GL;да
126;Ю1-3-4;Ю1-3-4;3 244.00;0.80;2 565.48;0.79;ARGILLIT;нет
197;Ю1-3-4;Ю1-3-4;3 057.40;0.40;2 565.48;0.39;ALEVROLIT;да
360;Ю1-3-4;Ю1-3-4;2 739.20;1.00;2 565.48;1.00;ALEVROLIT;да
441ST2;Ю1-3-4;Ю1-3-4;2 968.20;0.40;2 565.52;0.40;ALEVROLIT;да
381;Ю1-3-4;Ю1-3-4;3 200.40;9.60;2 565.53;9.49;ARGILLIT;нет
441;Ю1-3-4;Ю1-3-4;2 926.60;0.60;2 565.53;0.60;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 996.40;0.40;2 565.54;0.39;ALEVROLIT;да
101;Ю1-3-4;Ю1-3-4;3 165.80;2.00;2 565.55;1.99;ARGILLIT;нет
229;Ю1-3-4;Ю1-3-4;3 126.40;0.40;2 565.55;0.40;ALEVROLIT;да
127;Ю1-3-4;Ю1-3-4;3 155.00;1.60;2 565.58;1.49;SAND;да
106;Ю1-3-4;Ю1-3-4;3 136.60;1.20;2 565.59;1.18;SAND_GL;да
123PL;Ю1-3-4;Ю1-3-4;3 355.40;2.20;2 565.63;0.89;DENSE;нет
369;Ю1-3-4;Ю1-3-4;2 885.00;1.80;2 565.64;1.79;SAND_GL;да
167;Ю1-3-4;Ю1-3-4;2 809.60;1.60;2 565.65;1.60;ARGILLIT;нет
376;Ю1-3-4;Ю1-3-4;2 902.20;0.60;2 565.65;0.58;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 090.00;0.60;2 565.68;0.60;SAND_ALEV;да
323;Ю1-3-4;Ю1-3-4;2 816.20;0.60;2 565.70;0.60;ARGILLIT;нет
348;Ю1-3-4;Ю1-3-4;2 789.00;1.00;2 565.70;0.99;SAND_GL;да
120;Ю1-3-4;Ю1-3-4;3 342.40;0.40;2 565.71;0.40;DENSE;нет
435;Ю1-3-4;Ю1-3-4;3 047.20;1.20;2 565.73;1.20;SAND_GL;да
142;Ю1-3-4;Ю1-3-4;2 767.80;1.00;2 565.74;0.99;DENSE;нет
372;Ю1-3-4;Ю1-3-4;3 272.20;0.80;2 565.74;0.76;ALEVROLIT;да
351;Ю1-3-4;Ю1-3-4;2 701.60;0.40;2 565.76;0.40;ALEVROLIT;да
359;Ю1-3-4;Ю1-3-4;2 765.80;1.60;2 565.77;1.58;SAND_GL;да
435ST2;Ю1-3-4;Ю1-3-4;2 940.40;1.80;2 565.80;1.79;SAND_GL;да
346;Ю1-3-4;Ю1-3-4;2 791.40;0.60;2 565.81;0.59;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 807.20;0.60;2 565.84;0.59;DENSE;нет
349;Ю1-3-4;Ю1-3-4;2 703.80;1.20;2 565.85;1.20;DENSE;нет
110PL;Ю1-3-4;Ю1-3-4;3 252.40;0.60;2 565.86;0.41;COAL;нет
370;Ю1-3-4;Ю1-3-4;2 854.40;0.60;2 565.86;0.60;DENSE;нет
179;Ю1-3-4;Ю1-3-4;3 083.80;1.20;2 565.87;1.20;SAND_GL;да
197;Ю1-3-4;Ю1-3-4;3 057.80;0.80;2 565.87;0.79;SAND_GL;да
338;Ю1-3-4;Ю1-3-4;2 779.00;1.00;2 565.87;1.00;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 760.20;0.80;2 565.91;0.80;SAND_GL;да
365;Ю1-3-4;Ю1-3-4;3 332.00;0.40;2 565.92;0.39;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 826.80;1.40;2 565.93;1.39;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 996.80;0.60;2 565.93;0.58;DENSE;нет
104;Ю1-3-4;Ю1-3-4;3 114.40;1.00;2 565.94;0.99;DENSE;нет
204;Ю1-3-4;Ю1-3-4;2 921.40;2.00;2 565.94;2.00;ARGILLIT;нет
332;Ю1-3-4;Ю1-3-4;3 157.00;2.80;2 565.94;2.76;ARGILLIT;нет
229;Ю1-3-4;Ю1-3-4;3 126.80;0.80;2 565.95;0.80;SAND_GL;да
130;Ю1-3-4;Ю1-3-4;3 102.00;0.40;2 565.96;0.40;DENSE;нет
300;Ю1-3-4;Ю1-3-4;2 693.60;0.80;2 565.96;0.80;DENSE;нет
317;Ю1-3-4;Ю1-3-4;3 077.40;0.60;2 565.96;0.58;ARGILLIT;нет
174;Ю1-3-4;Ю1-3-4;3 055.00;1.80;2 565.99;1.73;SAND;да
382;Ю1-3-4;Ю1-3-4;2 974.40;0.60;2 566.00;0.60;DENSE;нет
153ST2;Ю1-3-4;Ю1-3-4;2 858.20;0.80;2 566.01;0.79;ALEVROLIT;да
103ST2;Ю1-3-4;Ю1-3-4;2 888.40;1.40;2 566.04;1.38;ARGILLIT;нет
177;Ю1-3-4;Ю1-3-4;2 738.20;0.60;2 566.04;0.60;SAND_GL;да
363;Ю1-3-4;Ю1-3-4;2 817.40;0.80;2 566.04;0.79;DENSE;нет
114;Ю1-3-4;Ю1-3-4;2 806.60;1.40;2 566.07;1.40;ALEVROLIT;да
169;Ю1-3-4;Ю1-3-4;2 888.40;2.80;2 566.10;2.76;SAND_GL;да
171;Ю1-3-4;Ю1-3-4;3 083.40;1.40;2 566.10;1.39;ALEVROLIT;да
215;Ю1-3-4;Ю1-3-4;3 323.80;1.80;2 566.10;1.77;SAND;да
120;Ю1-3-4;Ю1-3-4;3 342.80;0.60;2 566.11;0.60;SAND_SL_PR;да
441;Ю1-3-4;Ю1-3-4;2 927.20;0.40;2 566.13;0.39;ALEVROLIT;да
146;Ю1-3-4;Ю1-3-4;3 394.00;1.00;2 566.16;0.99;DENSE;нет
351;Ю1-3-4;Ю1-3-4;2 702.00;1.80;2 566.16;1.80;SAND;да
109;Ю1-3-4;Ю1-3-4;3 310.80;2.20;2 566.20;2.12;ARGILLIT;нет
183;Ю1-3-4;Ю1-3-4;2 882.00;0.40;2 566.20;0.40;ALEVROLIT;да
376;Ю1-3-4;Ю1-3-4;2 902.80;2.40;2 566.23;2.34;SAND;да
113;Ю1-3-4;Ю1-3-4;3 171.00;0.40;2 566.25;0.40;DENSE;нет
347;Ю1-3-4;Ю1-3-4;2 913.40;0.60;2 566.26;0.59;ARGILLIT;нет
110PL;Ю1-3-4;Ю1-3-4;3 253.00;0.80;2 566.27;0.54;ARGILLIT;нет
126;Ю1-3-4;Ю1-3-4;3 244.80;1.20;2 566.27;1.19;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 090.60;0.40;2 566.28;0.40;ALEVROLIT;да
323;Ю1-3-4;Ю1-3-4;2 816.80;2.20;2 566.30;2.20;ALEVROLIT;да
365;Ю1-3-4;Ю1-3-4;3 332.40;1.60;2 566.31;1.56;SAND_GL;да
301R;Ю1-3-4;Ю1-3-4;2 738.20;3.00;2 566.33;3.00;ARGILLIT;нет
130;Ю1-3-4;Ю1-3-4;3 102.40;1.20;2 566.36;1.18;ARGILLIT;нет
346;Ю1-3-4;Ю1-3-4;2 792.00;0.60;2 566.40;0.60;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 807.80;1.80;2 566.43;1.78;SAND_GL;да
370;Ю1-3-4;Ю1-3-4;2 855.00;0.60;2 566.46;0.59;ARGILLIT;нет
360;Ю1-3-4;Ю1-3-4;2 740.20;1.20;2 566.48;1.20;DENSE;нет
153;Ю1-3-4;Ю1-3-4;2 970.40;0.80;2 566.50;0.77;ALEVROLIT;да
299R;Ю1-3-4;Ю1-3-4;2 685.80;1.80;2 566.50;1.80;ARGILLIT;нет
372;Ю1-3-4;Ю1-3-4;3 273.00;1.20;2 566.50;1.15;DENSE;нет
356;Ю1-3-4;Ю1-3-4;3 047.60;1.00;2 566.51;0.98;ALEVROLIT;да
378;Ю1-3-4;Ю1-3-4;2 997.40;2.40;2 566.51;2.34;SAND;да
123PL;Ю1-3-4;Ю1-3-4;3 357.60;0.40;2 566.52;0.16;ALEVROLIT;да
135;Ю1-3-4;Ю1-3-4;2 970.20;3.80;2 566.52;3.76;ARGILLIT;нет
312;Ю1-3-4;Ю1-3-4;2 845.00;0.60;2 566.52;0.58;SAND_GL;да
441;Ю1-3-4;Ю1-3-4;2 927.60;0.60;2 566.52;0.60;SAND_GL;да
317;Ю1-3-4;Ю1-3-4;3 078.00;0.60;2 566.54;0.58;DENSE;нет
183;Ю1-3-4;Ю1-3-4;2 882.40;0.80;2 566.60;0.79;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 975.00;0.40;2 566.60;0.39;ALEVROLIT;да
177;Ю1-3-4;Ю1-3-4;2 738.80;1.00;2 566.64;1.00;DENSE;нет
113;Ю1-3-4;Ю1-3-4;3 171.40;1.40;2 566.65;1.38;SAND;да
134;Ю1-3-4;Ю1-3-4;2 960.00;1.20;2 566.65;1.17;ARGILLIT;нет
197;Ю1-3-4;Ю1-3-4;3 058.60;0.40;2 566.66;0.40;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 091.00;0.80;2 566.68;0.79;SAND_ALEV;да
123PL;Ю1-3-4;Ю1-3-4;3 358.00;1.00;2 566.68;0.40;ARGILLIT;нет
348;Ю1-3-4;Ю1-3-4;2 790.00;1.60;2 566.69;1.58;SAND_GL;да
120;Ю1-3-4;Ю1-3-4;3 343.40;0.60;2 566.71;0.60;ALEVROLIT;да
178;Ю1-3-4;Ю1-3-4;2 761.00;0.80;2 566.71;0.80;SAND_GL;да
142;Ю1-3-4;Ю1-3-4;2 768.80;0.80;2 566.73;0.80;DENSE;нет
229;Ю1-3-4;Ю1-3-4;3 127.60;1.40;2 566.75;1.40;SAND;да
300;Ю1-3-4;Ю1-3-4;2 694.40;0.40;2 566.76;0.40;ALEVROLIT;да
106;Ю1-3-4;Ю1-3-4;3 137.80;1.60;2 566.77;1.58;ALEVROLIT;да
344;Ю1-3-4;Ю1-3-4;2 855.00;0.80;2 566.78;0.79;SAND_ALEV;да
153ST2;Ю1-3-4;Ю1-3-4;2 859.00;0.60;2 566.80;0.60;DENSE;нет
110PL;Ю1-3-4;Ю1-3-4;3 253.80;0.80;2 566.81;0.55;ALEVROLIT;да
327;Ю1-3-4;Ю1-3-4;3 072.40;1.60;2 566.81;1.56;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 818.20;0.60;2 566.83;0.59;DENSE;нет
168;Ю1-3-4;Ю1-3-4;3 263.40;1.60;2 566.84;1.60;ALEVROLIT;да
347;Ю1-3-4;Ю1-3-4;2 914.00;0.40;2 566.85;0.40;ALEVROLIT;да
353;Ю1-3-4;Ю1-3-4;2 740.60;0.40;2 566.85;0.40;SAND_GL;да
338;Ю1-3-4;Ю1-3-4;2 780.00;1.00;2 566.87;1.00;SAND_GL;да
104;Ю1-3-4;Ю1-3-4;3 115.40;0.80;2 566.93;0.80;SAND_GL;да
435;Ю1-3-4;Ю1-3-4;3 048.40;0.40;2 566.93;0.40;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 975.40;0.40;2 566.99;0.40;DENSE;нет
346;Ю1-3-4;Ю1-3-4;2 792.60;0.80;2 567.00;0.79;SAND_GL;да
349;Ю1-3-4;Ю1-3-4;2 705.00;1.00;2 567.05;0.99;ALEVROLIT;да
370;Ю1-3-4;Ю1-3-4;2 855.60;1.80;2 567.05;1.78;SAND_UPLOT;да
197;Ю1-3-4;Ю1-3-4;3 059.00;1.40;2 567.06;1.39;SAND_GL;да
127;Ю1-3-4;Ю1-3-4;3 156.60;0.40;2 567.07;0.37;ALEVROLIT;да
179;Ю1-3-4;Ю1-3-4;3 085.00;1.40;2 567.07;1.39;SAND;да
123PL;Ю1-3-4;Ю1-3-4;3 359.00;3.00;2 567.08;1.20;DENSE;нет
312;Ю1-3-4;Ю1-3-4;2 845.60;1.60;2 567.10;1.54;SAND_GL;да
317;Ю1-3-4;Ю1-3-4;3 078.60;1.00;2 567.12;0.96;SAND_GL;да
441;Ю1-3-4;Ю1-3-4;2 928.20;3.00;2 567.12;3.00;SAND;да
146;Ю1-3-4;Ю1-3-4;3 395.00;0.80;2 567.15;0.80;ALEVROLIT;да
300;Ю1-3-4;Ю1-3-4;2 694.80;1.20;2 567.16;1.20;DENSE;нет
297R;Ю1-3-4;Ю1-3-4;2 665.40;0.60;2 567.20;0.60;ALEVROLIT;да
330;Ю1-3-4;Ю1-3-4;2 987.40;3.60;2 567.20;3.57;ARGILLIT;нет
167;Ю1-3-4;Ю1-3-4;2 811.20;1.00;2 567.25;1.00;ALEVROLIT;да
347;Ю1-3-4;Ю1-3-4;2 914.40;0.60;2 567.25;0.59;ALEVROLIT;да
353;Ю1-3-4;Ю1-3-4;2 741.00;0.60;2 567.25;0.59;SAND_GL;да
153;Ю1-3-4;Ю1-3-4;2 971.20;0.80;2 567.27;0.77;SAND_GL;да
120;Ю1-3-4;Ю1-3-4;3 344.00;1.40;2 567.31;1.39;ARGILLIT;нет
337;Ю1-3-4;Ю1-3-4;3 065.60;1.80;2 567.31;1.78;SAND_GL;да
354;Ю1-3-4;Ю1-3-4;2 828.20;1.20;2 567.32;1.18;SAND_GL;да
435;Ю1-3-4;Ю1-3-4;3 048.80;1.20;2 567.33;1.20;SAND;да
359;Ю1-3-4;Ю1-3-4;2 767.40;1.00;2 567.35;0.99;ALEVROLIT;да
110PL;Ю1-3-4;Ю1-3-4;3 254.60;1.20;2 567.36;0.81;ALEVROLIT;да
183;Ю1-3-4;Ю1-3-4;2 883.20;0.60;2 567.39;0.59;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 975.80;0.60;2 567.39;0.59;SAND_GL;да
153ST2;Ю1-3-4;Ю1-3-4;2 859.60;0.80;2 567.40;0.79;SAND_GL;да
103ST2;Ю1-3-4;Ю1-3-4;2 889.80;0.60;2 567.42;0.60;ALEVROLIT;да
117ST2;Ю1-3-4;Ю1-3-4;3 387.00;1.00;2 567.42;0.99;ARGILLIT;нет
363;Ю1-3-4;Ю1-3-4;2 818.80;0.80;2 567.42;0.79;DENSE;нет
367;Ю1-3-4;Ю1-3-4;3 102.60;1.20;2 567.42;1.19;DENSE;нет
369;Ю1-3-4;Ю1-3-4;2 886.80;0.60;2 567.43;0.59;DENSE;нет
127;Ю1-3-4;Ю1-3-4;3 157.00;1.80;2 567.44;1.68;SAND;да
126;Ю1-3-4;Ю1-3-4;3 246.00;2.20;2 567.46;2.17;SAND_SL_PR;да
195;Ю1-3-4;Ю1-3-4;3 344.20;0.40;2 567.46;0.39;ALEVROLIT;да
112;Ю1-3-4;Ю1-3-4;3 091.80;0.80;2 567.47;0.80;SAND_ALEV;да
114;Ю1-3-4;Ю1-3-4;2 808.00;1.80;2 567.47;1.80;ARGILLIT;нет
171;Ю1-3-4;Ю1-3-4;3 084.80;1.00;2 567.49;0.99;ALEVROLIT;да
356;Ю1-3-4;Ю1-3-4;3 048.60;1.40;2 567.49;1.37;ARGILLIT;нет
178;Ю1-3-4;Ю1-3-4;2 761.80;0.80;2 567.51;0.80;ALEVROLIT;да
142;Ю1-3-4;Ю1-3-4;2 769.60;1.80;2 567.53;1.80;SAND_GL;да
194;Ю1-3-4;Ю1-3-4;2 902.60;1.40;2 567.53;1.39;SAND;да
101;Ю1-3-4;Ю1-3-4;3 167.80;3.00;2 567.54;2.98;ARGILLIT;нет
130;Ю1-3-4;Ю1-3-4;3 103.60;1.60;2 567.54;1.58;ARGILLIT;нет
311;Ю1-3-4;Ю1-3-4;2 746.00;0.80;2 567.54;0.79;SAND_GL;да
344;Ю1-3-4;Ю1-3-4;2 855.80;1.80;2 567.57;1.78;SAND_GL;да
435ST2;Ю1-3-4;Ю1-3-4;2 942.20;0.60;2 567.59;0.60;DENSE;нет
177;Ю1-3-4;Ю1-3-4;2 739.80;1.40;2 567.64;1.40;SAND;да
372;Ю1-3-4;Ю1-3-4;3 274.20;1.20;2 567.65;1.15;SAND;да
377;Ю1-3-4;Ю1-3-4;2 711.00;0.80;2 567.65;0.80;SAND_GL;да
360;Ю1-3-4;Ю1-3-4;2 741.40;1.00;2 567.68;1.00;ALEVROLIT;да
174;Ю1-3-4;Ю1-3-4;3 056.80;1.20;2 567.72;1.16;SAND;да
104;Ю1-3-4;Ю1-3-4;3 116.20;1.00;2 567.73;1.00;ARGILLIT;нет
326;Ю1-3-4;Ю1-3-4;3 334.00;7.20;2 567.73;6.83;ARGILLIT;нет
346;Ю1-3-4;Ю1-3-4;2 793.40;0.40;2 567.79;0.39;ALEVROLIT;да
297R;Ю1-3-4;Ю1-3-4;2 666.00;3.60;2 567.80;3.60;SAND;да
134;Ю1-3-4;Ю1-3-4;2 961.20;0.70;2 567.82;0.69;ALEVROLIT;да
347;Ю1-3-4;Ю1-3-4;2 915.00;0.40;2 567.84;0.39;ARGILLIT;нет
353;Ю1-3-4;Ю1-3-4;2 741.60;1.20;2 567.84;1.20;ALEVROLIT;да
195;Ю1-3-4;Ю1-3-4;3 344.60;1.00;2 567.85;0.98;SAND_GL;да
338;Ю1-3-4;Ю1-3-4;2 781.00;1.00;2 567.87;1.00;DENSE;нет
365;Ю1-3-4;Ю1-3-4;3 334.00;1.60;2 567.87;1.55;DENSE;нет
146;Ю1-3-4;Ю1-3-4;3 395.80;2.20;2 567.95;2.18;ARGILLIT;нет
351;Ю1-3-4;Ю1-3-4;2 703.80;1.00;2 567.96;1.00;SAND;да
183;Ю1-3-4;Ю1-3-4;2 883.80;0.80;2 567.98;0.79;SAND_GL;да
382;Ю1-3-4;Ю1-3-4;2 976.40;0.60;2 567.98;0.59;DENSE;нет
103ST2;Ю1-3-4;Ю1-3-4;2 890.40;0.40;2 568.02;0.39;SAND_UPLOT;да
369;Ю1-3-4;Ю1-3-4;2 887.40;1.40;2 568.02;1.40;SAND_GL;да
113;Ю1-3-4;Ю1-3-4;3 172.80;0.60;2 568.03;0.59;ALEVROLIT;да
153;Ю1-3-4;Ю1-3-4;2 972.00;0.80;2 568.04;0.77;SAND_GL;да
349;Ю1-3-4;Ю1-3-4;2 706.00;0.60;2 568.04;0.60;DENSE;нет
317;Ю1-3-4;Ю1-3-4;3 079.60;0.40;2 568.08;0.39;ARGILLIT;нет
229;Ю1-3-4;Ю1-3-4;3 129.00;0.80;2 568.15;0.80;SAND;да
110PL;Ю1-3-4;Ю1-3-4;3 255.80;0.60;2 568.17;0.41;ARGILLIT;нет
346;Ю1-3-4;Ю1-3-4;2 793.80;1.60;2 568.18;1.58;ALEVROLIT;да
153ST2;Ю1-3-4;Ю1-3-4;2 860.40;0.60;2 568.19;0.60;SAND_GL;да
156;Ю1-3-4;Ю1-3-4;3 064.20;0.80;2 568.19;0.76;COAL;нет
435ST2;Ю1-3-4;Ю1-3-4;2 942.80;1.40;2 568.19;1.39;ALEVROLIT;да
339;Ю1-3-4;Ю1-3-4;2 809.60;1.00;2 568.21;0.98;DENSE;нет
363;Ю1-3-4;Ю1-3-4;2 819.60;0.40;2 568.21;0.39;ALEVROLIT;да
347;Ю1-3-4;Ю1-3-4;2 915.40;1.20;2 568.23;1.18;ARGILLIT;нет
112;Ю1-3-4;Ю1-3-4;3 092.60;0.40;2 568.27;0.40;ALEVROLIT;да
348;Ю1-3-4;Ю1-3-4;2 791.60;0.80;2 568.27;0.79;SAND_UPLOT;да
123PL;Ю1-3-4;Ю1-3-4;3 362.00;0.80;2 568.28;0.32;NYA_KOLLEKTOR;да
178;Ю1-3-4;Ю1-3-4;2 762.60;1.20;2 568.31;1.19;SAND_GL;да
109;Ю1-3-4;Ю1-3-4;3 313.00;0.40;2 568.32;0.39;ALEVROLIT;да
138;Ю1-3-4;Ю1-3-4;2 769.40;2.20;2 568.32;2.20;ALEVROLIT;да
311;Ю1-3-4;Ю1-3-4;2 746.80;1.20;2 568.33;1.18;SAND_GL;да
427;Ю1-3-4;Ю1-3-4;2 946.00;1.60;2 568.33;1.60;ALEVROLIT;да
359;Ю1-3-4;Ю1-3-4;2 768.40;0.80;2 568.34;0.79;SAND_GL;да
106;Ю1-3-4;Ю1-3-4;3 139.40;0.80;2 568.35;0.78;SAND_ALEV;да
300;Ю1-3-4;Ю1-3-4;2 696.00;0.80;2 568.36;0.80;SAND_GL;да
327;Ю1-3-4;Ю1-3-4;3 074.00;1.80;2 568.37;1.77;ARGILLIT;нет
103ST2;Ю1-3-4;Ю1-3-4;2 890.80;0.40;2 568.41;0.40;ALEVROLIT;да
117ST2;Ю1-3-4;Ю1-3-4;3 388.00;0.80;2 568.41;0.79;ALEVROLIT;да
197;Ю1-3-4;Ю1-3-4;3 060.40;0.40;2 568.45;0.39;ALEVROLIT;да
377;Ю1-3-4;Ю1-3-4;2 711.80;0.60;2 568.45;0.60;SAND_GL;да
179;Ю1-3-4;Ю1-3-4;3 086.40;0.40;2 568.46;0.40;SAND;да
317;Ю1-3-4;Ю1-3-4;3 080.00;1.40;2 568.47;1.35;ARGILLIT;нет
171;Ю1-3-4;Ю1-3-4;3 085.80;0.80;2 568.48;0.80;DENSE;нет
323;Ю1-3-4;Ю1-3-4;2 819.00;1.00;2 568.50;1.00;ALEVROLIT;да
354;Ю1-3-4;Ю1-3-4;2 829.40;0.60;2 568.50;0.59;DENSE;нет
134;Ю1-3-4;Ю1-3-4;2 961.90;0.40;2 568.51;0.39;ARGILLIT;нет
435;Ю1-3-4;Ю1-3-4;3 050.00;0.40;2 568.53;0.40;ALEVROLIT;да
376;Ю1-3-4;Ю1-3-4;2 905.20;0.60;2 568.57;0.58;ALEVROLIT;да
382;Ю1-3-4;Ю1-3-4;2 977.00;1.60;2 568.57;1.59;SAND;да
110PL;Ю1-3-4;Ю1-3-4;3 256.40;1.00;2 568.58;0.68;ALEVROLIT;да
123PL;Ю1-3-4;Ю1-3-4;3 362.80;0.80;2 568.60;0.32;NYA_KOLLEKTOR;да
363;Ю1-3-4;Ю1-3-4;2 820.00;1.60;2 568.60;1.57;SAND_GL;да
367;Ю1-3-4;Ю1-3-4;3 103.80;3.20;2 568.61;3.16;SAND_GL;да
113;Ю1-3-4;Ю1-3-4;3 173.40;1.20;2 568.62;1.18;SAND_GL;да
295R;Ю1-3-4;Ю1-3-4;2 662.80;0.40;2 568.64;0.40;ALEVROLIT;да
312;Ю1-3-4;Ю1-3-4;2 847.20;0.40;2 568.64;0.39;ALEVROLIT;да
349;Ю1-3-4;Ю1-3-4;2 706.60;1.20;2 568.64;1.19;SAND_GL;да
112;Ю1-3-4;Ю1-3-4;3 093.00;0.80;2 568.67;0.79;SAND_ALEV;да
360;Ю1-3-4;Ю1-3-4;2 742.40;1.60;2 568.68;1.60;SAND_GL;да
120;Ю1-3-4;Ю1-3-4;3 345.40;1.80;2 568.70;1.80;ARGILLIT;нет
332;Ю1-3-4;Ю1-3-4;3 159.80;5.60;2 568.70;5.52;ARGILLIT;нет
109;Ю1-3-4;Ю1-3-4;3 313.40;2.60;2 568.71;2.51;SAND_GL;да
104;Ю1-3-4;Ю1-3-4;3 117.20;1.00;2 568.73;1.00;SAND_GL;да
183;Ю1-3-4;Ю1-3-4;2 884.60;0.60;2 568.77;0.60;ALEVROLIT;да
153ST2;Ю1-3-4;Ю1-3-4;2 861.00;1.00;2 568.79;0.99;ALEVROLIT;да
372;Ю1-3-4;Ю1-3-4;3 275.40;0.60;2 568.80;0.58;ALEVROLIT;да
103ST2;Ю1-3-4;Ю1-3-4;2 891.20;1.00;2 568.81;0.98;SAND_GL;да
153;Ю1-3-4;Ю1-3-4;2 972.80;1.20;2 568.81;1.15;SAND;да
195;Ю1-3-4;Ю1-3-4;3 345.60;1.00;2 568.83;0.97;SAND_UPLOT;да
370;Ю1-3-4;Ю1-3-4;2 857.40;1.00;2 568.83;0.99;DENSE;нет
197;Ю1-3-4;Ю1-3-4;3 060.80;0.60;2 568.84;0.60;SAND_GL;да
378;Ю1-3-4;Ю1-3-4;2 999.80;1.80;2 568.85;1.76;ALEVROLIT;да
169;Ю1-3-4;Ю1-3-4;2 891.20;3.60;2 568.86;3.56;SAND_GL;да
179;Ю1-3-4;Ю1-3-4;3 086.80;2.00;2 568.86;2.00;ARGILLIT;нет
356;Ю1-3-4;Ю1-3-4;3 050.00;6.60;2 568.86;6.48;ARGILLIT;нет
338;Ю1-3-4;Ю1-3-4;2 782.00;1.20;2 568.87;1.20;DENSE;нет
174;Ю1-3-4;Ю1-3-4;3 058.00;0.80;2 568.88;0.77;DENSE;нет
134;Ю1-3-4;Ю1-3-4;2 962.30;1.40;2 568.90;1.37;SAND_SL_PR;да
123PL;Ю1-3-4;Ю1-3-4;3 363.60;1.00;2 568.92;0.41;ALEVROLIT;да
194;Ю1-3-4;Ю1-3-4;2 904.00;0.60;2 568.92;0.60;DENSE;нет
435;Ю1-3-4;Ю1-3-4;3 050.40;2.00;2 568.93;2.00;SAND;да
156;Ю1-3-4;Ю1-3-4;3 065.00;0.60;2 568.95;0.57;ARGILLIT;нет
229;Ю1-3-4;Ю1-3-4;3 129.80;1.00;2 568.95;1.00;SAND_GL;да
351;Ю1-3-4;Ю1-3-4;2 704.80;0.40;2 568.96;0.40;SAND_GL;да
324;Ю1-3-4;Ю1-3-4;2 836.60;3.20;2 569.02;3.13;ALEVROLIT;да
312;Ю1-3-4;Ю1-3-4;2 847.60;0.80;2 569.03;0.77;SAND_GL;да
177;Ю1-3-4;Ю1-3-4;2 741.20;0.80;2 569.04;0.80;DENSE;нет
295R;Ю1-3-4;Ю1-3-4;2 663.20;1.40;2 569.04;1.40;SAND_GL;да
